1:    0.928 0.072 1    
571:  0.709 0.291 1    
572:  0.392 0.608 1    
573:  0.634 0.366 1    
574:  0.472 0.528 1    
575:  0.378 0.622 1    
576:  0.444 0.556 1    
577:  0.686 0.314 1    
578:  0.830 0.170 1    
579:  0.725 0.275 1    
580:  0.281 0.719 1    
581:  0.314 0.686 1    
582:  0.298 0.702 1    
583:  0.299 0.701 1    
584:  0.423 0.577 1    
585:  0.750 0.250 1    
586:  0.171 0.829 1    
587:  0.678 0.322 1    
588:  0.188 0.812 1    
589:  0.328 0.672 1    
590:  0.285 0.715 1    
591:  0.605 0.395 1    
592:  0.557 0.443 1    
593:  0.362 0.638 1    
594:  0.309 0.691 1    
595:  0.230 0.770 1    
596:  0.431 0.569 1    
597:  0.355 0.645 1    
598:  0.387 0.613 1    
599:  0.250 0.750 1    
600:  0.329 0.671 1    
601:  0.336 0.664 1    
602:  0.506 0.494 1    
603:  0.678 0.322 1    
604:  0.325 0.675 1    
605:  0.342 0.658 1    
606:  0.697 0.303 1    
607:  0.355 0.645 1    
608:  0.577 0.423 1    
609:  0.728 0.272 1    
610:  0.148 0.852 1    
611:  0.514 0.486 1    
612:  0.624 0.376 1    
613:  0.526 0.474 1    
614:  0.609 0.391 1    
615:  0.241 0.759 1    
616:  0.235 0.765 1    
617:  0.536 0.464 1    
618:  0.448 0.552 1    
619:  0.613 0.387 1    
620:  0.230 0.770 1    
621:  0.581 0.419 1    
622:  0.337 0.663 1    
623:  0.180 0.820 1    
624:  0.351 0.649 1    
625:  0.717 0.283 1    
626:  0.360 0.640 1    
627:  0.695 0.305 1    
628:  0.510 0.490 1    
629:  0.375 0.625 1    
630:  0.566 0.434 1    
631:  0.714 0.286 1    
632:  0.396 0.604 1    
633:  0.292 0.708 1    
634:  0.435 0.565 1    
635:  0.474 0.526 1    
636:  0.586 0.414 1    
637:  0.422 0.578 1    
638:  0.837 0.163 1    
639:  0.408 0.592 1    
640:  0.688 0.312 1    
641:  0.775 0.225 1    
642:  0.627 0.373 1    
643:  0.125 0.875 1    
644:  0.559 0.441 1    
645:  0.672 0.328 1    
646:  0.269 0.731 1    
647:  0.290 0.710 1    
648:  0.779 0.221 1    
649:  0.369 0.631 1    
650:  0.719 0.281 1    
651:  0.611 0.389 1    
652:  0.480 0.520 1    
653:  0.707 0.293 1    
654:  0.621 0.379 1    
655:  0.733 0.267 1    
656:  0.152 0.848 1    
657:  0.491 0.509 1    
658:  0.369 0.631 1    
659:  0.734 0.266 1    
660:  0.678 0.322 1    
661:  0.299 0.701 1    
662:  0.611 0.389 1    
663:  0.541 0.459 1    
664:  0.403 0.597 1    
665:  0.449 0.551 1    
666:  0.335 0.665 1    
667:  0.579 0.421 1    
668:  0.210 0.790 1    
669:  0.760 0.240 1    
670:  0.575 0.425 1    
671:  0.688 0.312 1    
672:  0.523 0.477 1    
673:  0.295 0.705 1    
674:  0.410 0.590 1    
675:  0.152 0.848 1    
676:  0.370 0.630 1    
677:  0.481 0.519 1    
678:  0.343 0.657 1    
679:  0.760 0.240 1    
680:  0.400 0.600 1    
681:  0.293 0.707 1    
682:  0.817 0.183 1    
683:  0.431 0.569 1    
684:  0.242 0.758 1    
685:  0.470 0.530 1    
686:  0.573 0.427 1    
687:  0.671 0.329 1    
688:  0.184 0.816 1    
689:  0.337 0.663 1    
690:  0.645 0.355 1    
691:  0.282 0.718 1    
692:  0.248 0.752 1    
693:  0.367 0.633 1    
694:  0.793 0.207 1    
695:  0.302 0.698 1    
696:  0.543 0.457 1    
697:  0.492 0.508 1    
698:  0.381 0.619 1    
699:  0.672 0.328 1    
700:  0.673 0.327 1    
701:  0.674 0.326 1    
702:  0.646 0.354 1    
703:  0.285 0.715 1    
704:  0.658 0.342 1    
705:  0.508 0.492 1    
706:  0.771 0.229 1    
707:  0.377 0.623 1    
708:  0.554 0.446 1    
709:  0.307 0.693 1    
710:  0.489 0.511 1    
711:  0.306 0.694 1    
712:  0.354 0.646 1    
713:  0.533 0.467 1    
           
           
1:    0.855 0.145 1    
2:    0.726 0.274 1    
3:    0.682 0.318 1    
4:    0.695 0.305 1    
5:    0.690 0.310 1    
6:    0.827 0.173 1    
7:    0.431 0.569 1    
8:    0.718 0.282 1    
9:    0.838 0.162 1    
10:   0.221 0.779 1    
11:   0.701 0.299 1    
12:   0.789 0.211 1    
13:   0.349 0.651 1    
14:   0.800 0.200 1    
15:   0.376 0.624 1    
16:   0.613 0.387 1    
17:   0.737 0.263 1    
18:   0.225 0.775 1    
19:   0.213 0.787 1    
20:   0.431 0.569 1    
21:   0.114 0.886 1    
22:   0.262 0.738 1    
23:   0.198 0.802 1    
24:   0.487 0.513 1    
25:   0.338 0.662 1    
26:   0.099 0.901 1    
27:   0.835 0.165 1    
28:   0.262 0.738 1    
29:   0.414 0.586 1    
30:   0.732 0.268 1    
31:   0.142 0.858 1    
32:   0.343 0.657 1    
33:   0.893 0.107 1    
34:   0.229 0.771 1    
35:   0.202 0.798 1    
36:   0.194 0.806 1    
37:   0.408 0.592 1    
38:   0.622 0.378 1    
39:   0.808 0.192 1    
40:   0.389 0.611 1    
41:   0.229 0.771 1    
42:   0.680 0.320 1    
43:   0.732 0.268 1    
44:   0.495 0.505 1    
45:   0.932 0.068 1    
46:   0.913 0.087 1    
47:   0.620 0.380 1    
48:   0.664 0.336 1    
49:   0.902 0.098 1    
50:   0.745 0.255 1    
51:   0.897 0.103 1    
52:   0.764 0.236 1    
53:   0.747 0.253 1    
54:   0.938 0.062 1    
55:   0.723 0.277 1    
56:   0.792 0.208 1    
57:   0.377 0.623 1    
58:   0.744 0.256 1    
59:   0.597 0.403 1    
60:   0.853 0.147 1    
61:   0.586 0.414 1    
62:   0.702 0.298 1    
63:   0.676 0.324 1    
64:   0.712 0.288 1    
65:   0.901 0.099 1    
66:   0.391 0.609 1    
67:   0.169 0.831 1    
68:   0.673 0.327 1    
69:   0.203 0.797 1    
70:   0.356 0.644 1    
71:   0.885 0.115 1    
72:   0.778 0.222 1    
73:   0.682 0.318 1    
74:   0.854 0.146 1    
75:   0.808 0.192 1    
76:   0.893 0.107 1    
77:   0.813 0.187 1    
78:   0.779 0.221 1    
79:   0.488 0.512 1    
80:   0.832 0.168 1    
81:   0.128 0.872 1    
82:   0.853 0.147 1    
83:   0.773 0.227 1    
84:   0.841 0.159 1    
85:   0.837 0.163 1    
86:   0.531 0.469 1    
87:   0.887 0.113 1    
88:   0.888 0.112 1    
89:   0.872 0.128 1    
90:   0.275 0.725 1    
91:   0.877 0.123 1    
92:   0.924 0.076 1    
93:   0.783 0.217 1    
94:   0.657 0.343 1    
95:   0.787 0.213 1    
96:   0.186 0.814 1    
97:   0.615 0.385 1    
98:   0.821 0.179 1    
99:   0.510 0.490 1    
100:  0.698 0.302 1    
101:  0.708 0.292 1    
102:  0.579 0.421 1    
103:  0.258 0.742 1    
104:  0.796 0.204 1    
105:  0.579 0.421 1    
106:  0.240 0.760 1    
107:  0.817 0.183 1    
108:  0.411 0.589 1    
109:  0.777 0.223 1    
110:  0.828 0.172 1    
111:  0.756 0.244 1    
112:  0.475 0.525 1    
113:  0.480 0.520 1    
114:  0.697 0.303 1    
115:  0.533 0.467 1    
116:  0.722 0.278 1    
117:  0.639 0.361 1    
118:  0.510 0.490 1    
119:  0.680 0.320 1    
120:  0.875 0.125 1    
121:  0.305 0.695 1    
122:  0.486 0.514 1    
123:  0.710 0.290 1    
124:  0.390 0.610 1    
125:  0.637 0.363 1    
126:  0.354 0.646 1    
127:  0.658 0.342 1    
128:  0.597 0.403 1    
129:  0.765 0.235 1    
130:  0.400 0.600 1    
131:  0.828 0.172 1    
132:  0.624 0.376 1    
133:  0.098 0.902 1    
134:  0.707 0.293 1    
135:  0.391 0.609 1    
136:  0.319 0.681 1    
137:  0.862 0.138 1    
138:  0.511 0.489 1    
139:  0.817 0.183 1    
140:  0.494 0.506 1    
141:  0.574 0.426 1    
142:  0.908 0.092 1    
143:  0.602 0.398 1    
144:  0.793 0.207 1    
145:  0.686 0.314 1    
146:  0.380 0.620 1    
147:  0.709 0.291 1    
148:  0.162 0.838 1    
149:  0.546 0.454 1    
150:  0.413 0.587 1    
151:  0.657 0.343 1    
152:  0.649 0.351 1    
153:  0.305 0.695 1    
154:  0.392 0.608 1    
155:  0.259 0.741 1    
156:  0.322 0.678 1    
157:  0.642 0.358 1    
158:  0.776 0.224 1    
159:  0.674 0.326 1    
160:  0.604 0.396 1    
161:  0.416 0.584 1    
162:  0.451 0.549 1    
163:  0.394 0.606 1    
164:  0.310 0.690 1    
165:  0.685 0.315 1    
166:  0.473 0.527 1    
167:  0.685 0.315 1    
168:  0.613 0.387 1    
169:  0.551 0.449 1    
170:  0.589 0.411 1    
171:  0.291 0.709 1    
172:  0.367 0.633 1    
173:  0.745 0.255 1    
174:  0.135 0.865 1    
175:  0.520 0.480 1    
176:  0.822 0.178 1    
177:  0.661 0.339 1    
178:  0.332 0.668 1    
179:  0.615 0.385 1    
180:  0.183 0.817 1    
181:  0.606 0.394 1    
182:  0.763 0.237 1    
183:  0.363 0.637 1    
184:  0.338 0.662 1    
185:  0.253 0.747 1    
186:  0.799 0.201 1    
187:  0.260 0.740 1    
188:  0.192 0.808 1    
189:  0.455 0.545 1    
190:  0.687 0.313 1    
191:  0.593 0.407 1    
192:  0.265 0.735 1    
193:  0.462 0.538 1    
194:  0.259 0.741 1    
195:  0.410 0.590 1    
196:  0.639 0.361 1    
197:  0.439 0.561 1    
198:  0.406 0.594 1    
199:  0.696 0.304 1    
200:  0.619 0.381 1    
201:  0.404 0.596 1    
202:  0.501 0.499 1    
203:  0.860 0.140 1    
204:  0.595 0.405 1    
205:  0.817 0.183 1    
206:  0.668 0.332 1    
207:  0.654 0.346 1    
208:  0.512 0.488 1    
209:  0.615 0.385 1    
210:  0.720 0.280 1    
211:  0.656 0.344 1    
212:  0.744 0.256 1    
213:  0.245 0.755 1    
214:  0.516 0.484 1    
215:  0.335 0.665 1    
216:  0.237 0.763 1    
217:  0.486 0.514 1    
218:  0.240 0.760 1    
219:  0.336 0.664 1    
220:  0.247 0.753 1    
221:  0.637 0.363 1    
222:  0.584 0.416 1    
223:  0.697 0.303 1    
224:  0.764 0.236 1    
225:  0.305 0.695 1    
226:  0.761 0.239 1    
227:  0.594 0.406 1    
228:  0.213 0.787 1    
229:  0.556 0.444 1    
230:  0.846 0.154 1    
231:  0.394 0.606 1    
232:  0.749 0.251 1    
233:  0.515 0.485 1    
234:  0.659 0.341 1    
235:  0.443 0.557 1    
236:  0.113 0.887 1    
237:  0.469 0.531 1    
238:  0.613 0.387 1    
239:  0.232 0.768 1    
240:  0.222 0.778 1    
241:  0.660 0.340 1    
242:  0.597 0.403 1    
243:  0.342 0.658 1    
244:  0.557 0.443 1    
245:  0.331 0.669 1    
246:  0.593 0.407 1    
247:  0.541 0.459 1    
248:  0.530 0.470 1    
249:  0.713 0.287 1    
250:  0.805 0.195 1    
251:  0.733 0.267 1    
252:  0.137 0.863 1    
253:  0.483 0.517 1    
254:  0.617 0.383 1    
255:  0.255 0.745 1    
256:  0.200 0.800 1    
257:  0.204 0.796 1    
258:  0.374 0.626 1    
259:  0.881 0.119 1    
260:  0.640 0.360 1    
261:  0.261 0.739 1    
262:  0.229 0.771 1    
263:  0.447 0.553 1    
264:  0.585 0.415 1    
265:  0.336 0.664 1    
266:  0.755 0.245 1    
267:  0.124 0.876 1    
268:  0.677 0.323 1    
269:  0.192 0.808 1    
270:  0.232 0.768 1    
271:  0.168 0.832 1    
272:  0.356 0.644 1    
273:  0.669 0.331 1    
274:  0.703 0.297 1    
275:  0.141 0.859 1    
276:  0.337 0.663 1    
277:  0.164 0.836 1    
278:  0.259 0.741 1    
279:  0.197 0.803 1    
280:  0.601 0.399 1    
281:  0.235 0.765 1    
282:  0.803 0.197 1    
283:  0.509 0.491 1    
284:  0.196 0.804 1    
285:  0.264 0.736 1    
286:  0.759 0.241 1    
287:  0.611 0.389 1    
288:  0.607 0.393 1    
289:  0.764 0.236 1    
290:  0.354 0.646 1    
291:  0.568 0.432 1    
292:  0.591 0.409 1    
293:  0.624 0.376 1    
294:  0.326 0.674 1    
295:  0.250 0.750 1    
296:  0.359 0.641 1    
297:  0.104 0.896 1    
298:  0.717 0.283 1    
299:  0.288 0.712 1    
300:  0.784 0.216 1    
301:  0.227 0.773 1    
302:  0.388 0.612 1    
303:  0.414 0.586 1    
304:  0.225 0.775 1    
305:  0.359 0.641 1    
306:  0.322 0.678 1    
307:  0.175 0.825 1    
308:  0.506 0.494 1    
309:  0.168 0.832 1    
310:  0.166 0.834 1    
311:  0.207 0.793 1    
312:  0.203 0.797 1    
313:  0.229 0.771 1    
314:  0.385 0.615 1    
315:  0.183 0.817 1    
316:  0.698 0.302 1    
317:  0.425 0.575 1    
318:  0.138 0.862 1    
319:  0.629 0.371 1    
320:  0.766 0.234 1    
321:  0.278 0.722 1    
322:  0.467 0.533 1    
323:  0.333 0.667 1    
324:  0.563 0.437 1    
325:  0.249 0.751 1    
326:  0.155 0.845 1    
327:  0.803 0.197 1    
328:  0.151 0.849 1    
329:  0.258 0.742 1    
330:  0.763 0.237 1    
331:  0.479 0.521 1    
332:  0.344 0.656 1    
333:  0.401 0.599 1    
334:  0.667 0.333 1    
335:  0.871 0.129 1    
336:  0.661 0.339 1    
337:  0.418 0.582 1    
338:  0.163 0.837 1    
339:  0.349 0.651 1    
340:  0.211 0.789 1    
341:  0.488 0.512 1    
342:  0.621 0.379 1    
343:  0.858 0.142 1    
344:  0.200 0.800 1    
345:  0.800 0.200 1    
346:  0.244 0.756 1    
347:  0.725 0.275 1    
348:  0.272 0.728 1    
349:  0.309 0.691 1    
350:  0.382 0.618 1    
351:  0.290 0.710 1    
352:  0.864 0.136 1    
353:  0.825 0.175 1    
354:  0.309 0.691 1    
355:  0.267 0.733 1    
356:  0.372 0.628 1    
357:  0.242 0.758 1    
358:  0.318 0.682 1    
359:  0.253 0.747 1    
360:  0.321 0.679 1    
361:  0.750 0.250 1    
362:  0.221 0.779 1    
363:  0.196 0.804 1    
364:  0.654 0.346 1    
365:  0.222 0.778 1    
366:  0.497 0.503 1    
367:  0.278 0.722 1    
368:  0.420 0.580 1    
369:  0.823 0.177 1    
370:  0.458 0.542 1    
371:  0.272 0.728 1    
372:  0.331 0.669 1    
373:  0.613 0.387 1    
374:  0.434 0.566 1    
375:  0.185 0.815 1    
376:  0.641 0.359 1    
377:  0.353 0.647 1    
378:  0.340 0.660 1    
379:  0.301 0.699 1    
380:  0.580 0.420 1    
381:  0.641 0.359 1    
382:  0.688 0.312 1    
383:  0.190 0.810 1    
384:  0.752 0.248 1    
385:  0.126 0.874 1    
386:  0.741 0.259 1    
387:  0.326 0.674 1    
388:  0.804 0.196 1    
389:  0.562 0.438 1    
390:  0.341 0.659 1    
391:  0.347 0.653 1    
392:  0.526 0.474 1    
393:  0.321 0.679 1    
394:  0.551 0.449 1    
395:  0.152 0.848 1    
396:  0.386 0.614 1    
397:  0.455 0.545 1    
398:  0.914 0.086 1    
399:  0.153 0.847 1    
400:  0.259 0.741 1    
401:  0.358 0.642 1    
402:  0.704 0.296 1    
403:  0.443 0.557 1    
404:  0.279 0.721 1    
405:  0.495 0.505 1    
406:  0.125 0.875 1    
407:  0.101 0.899 1    
408:  0.732 0.268 1    
409:  0.822 0.178 1    
410:  0.675 0.325 1    
411:  0.206 0.794 1    
412:  0.419 0.581 1    
413:  0.162 0.838 1    
414:  0.180 0.820 1    
415:  0.448 0.552 1    
416:  0.277 0.723 1    
417:  0.619 0.381 1    
418:  0.585 0.415 1    
419:  0.535 0.465 1    
420:  0.242 0.758 1    
421:  0.291 0.709 1    
422:  0.860 0.140 1    
423:  0.482 0.518 1    
424:  0.337 0.663 1    
425:  0.174 0.826 1    
426:  0.440 0.560 1    
427:  0.585 0.415 1    
428:  0.180 0.820 1    
429:  0.191 0.809 1    
430:  0.695 0.305 1    
431:  0.690 0.310 1    
432:  0.269 0.731 1    
433:  0.857 0.143 1    
434:  0.115 0.885 1    
435:  0.422 0.578 1    
436:  0.402 0.598 1    
437:  0.531 0.469 1    
438:  0.401 0.599 1    
439:  0.518 0.482 1    
440:  0.263 0.737 1    
441:  0.572 0.428 1    
442:  0.749 0.251 1    
443:  0.516 0.484 1    
444:  0.321 0.679 1    
445:  0.349 0.651 1    
446:  0.524 0.476 1    
447:  0.647 0.353 1    
448:  0.614 0.386 1    
449:  0.559 0.441 1    
450:  0.803 0.197 1    
451:  0.420 0.580 1    
452:  0.746 0.254 1    
453:  0.224 0.776 1    
454:  0.144 0.856 1    
455:  0.839 0.161 1    
456:  0.220 0.780 1    
457:  0.614 0.386 1    
458:  0.693 0.307 1    
459:  0.716 0.284 1    
460:  0.450 0.550 1    
461:  0.361 0.639 1    
462:  0.418 0.582 1    
463:  0.890 0.110 1    
464:  0.307 0.693 1    
465:  0.534 0.466 1    
466:  0.144 0.856 1    
467:  0.718 0.282 1    
468:  0.550 0.450 1    
469:  0.459 0.541 1    
470:  0.575 0.425 1    
471:  0.609 0.391 1    
472:  0.735 0.265 1    
473:  0.529 0.471 1    
474:  0.547 0.453 1    
475:  0.619 0.381 1    
476:  0.332 0.668 1    
477:  0.266 0.734 1    
478:  0.244 0.756 1    
479:  0.541 0.459 1    
480:  0.415 0.585 1    
481:  0.509 0.491 1    
482:  0.672 0.328 1    
483:  0.900 0.100 1    
484:  0.459 0.541 1    
485:  0.401 0.599 1    
486:  0.690 0.310 1    
487:  0.808 0.192 1    
488:  0.334 0.666 1    
489:  0.309 0.691 1    
490:  0.755 0.245 1    
491:  0.693 0.307 1    
492:  0.664 0.336 1    
493:  0.168 0.832 1    
494:  0.072 0.928 1    
495:  0.594 0.406 1    
496:  0.324 0.676 1    
497:  0.349 0.651 1    
498:  0.473 0.527 1    
499:  0.344 0.656 1    
500:  0.197 0.803 1    
501:  0.280 0.720 1    
502:  0.508 0.492 1    
503:  0.568 0.432 1    
504:  0.267 0.733 1    
505:  0.715 0.285 1    
506:  0.382 0.618 1    
507:  0.851 0.149 1    
508:  0.705 0.295 1    
509:  0.450 0.550 1    
510:  0.865 0.135 1    
511:  0.917 0.083 1    
512:  0.194 0.806 1    
513:  0.634 0.366 1    
514:  0.107 0.893 1    
515:  0.459 0.541 1    
516:  0.862 0.138 1    
517:  0.358 0.642 1    
518:  0.605 0.395 1    
519:  0.286 0.714 1    
520:  0.125 0.875 1    
521:  0.216 0.784 1    
522:  0.141 0.859 1    
523:  0.595 0.405 1    
524:  0.333 0.667 1    
525:  0.459 0.541 1    
526:  0.379 0.621 1    
527:  0.526 0.474 1    
528:  0.757 0.243 1    
529:  0.138 0.862 1    
530:  0.555 0.445 1    
531:  0.174 0.826 1    
532:  0.331 0.669 1    
533:  0.152 0.848 1    
534:  0.431 0.569 1    
535:  0.738 0.262 1    
536:  0.277 0.723 1    
537:  0.767 0.233 1    
538:  0.485 0.515 1    
539:  0.399 0.601 1    
540:  0.436 0.564 1    
541:  0.157 0.843 1    
542:  0.314 0.686 1    
543:  0.168 0.832 1    
544:  0.760 0.240 1    
545:  0.791 0.209 1    
546:  0.807 0.193 1    
547:  0.722 0.278 1    
548:  0.583 0.417 1    
549:  0.428 0.572 1    
550:  0.539 0.461 1    
551:  0.259 0.741 1    
552:  0.573 0.427 1    
553:  0.524 0.476 1    
554:  0.636 0.364 1    
555:  0.391 0.609 1    
556:  0.286 0.714 1    
557:  0.232 0.768 1    
558:  0.431 0.569 1    
559:  0.787 0.213 1    
560:  0.448 0.552 1    
561:  0.562 0.438 1    
562:  0.188 0.812 1    
563:  0.309 0.691 1    
564:  0.531 0.469 1    
565:  0.459 0.541 1    
566:  0.573 0.427 1    
567:  0.384 0.616 1    
568:  0.414 0.586 1    
569:  0.468 0.532 1    
570:  0.286 0.714 1    
571:  0.661 0.339 1    
572:  0.361 0.639 1    
573:  0.640 0.360 1    
574:  0.590 0.410 1    
575:  0.354 0.646 1    
576:  0.384 0.616 1    
577:  0.652 0.348 1    
578:  0.800 0.200 1    
579:  0.660 0.340 1    
580:  0.222 0.778 1    
581:  0.247 0.753 1    
582:  0.364 0.636 1    
583:  0.288 0.712 1    
584:  0.435 0.565 1    
585:  0.747 0.253 1    
586:  0.190 0.810 1    
587:  0.657 0.343 1    
588:  0.172 0.828 1    
589:  0.394 0.606 1    
590:  0.258 0.742 1    
591:  0.718 0.282 1    
592:  0.575 0.425 1    
593:  0.327 0.673 1    
594:  0.269 0.731 1    
595:  0.202 0.798 1    
596:  0.548 0.452 1    
597:  0.348 0.652 1    
598:  0.394 0.606 1    
599:  0.316 0.684 1    
600:  0.344 0.656 1    
601:  0.460 0.540 1    
602:  0.574 0.426 1    
603:  0.596 0.404 1    
604:  0.249 0.751 1    
605:  0.268 0.732 1    
606:  0.725 0.275 1    
607:  0.413 0.587 1    
608:  0.520 0.480 1    
609:  0.679 0.321 1    
610:  0.142 0.858 1    
611:  0.478 0.522 1    
612:  0.591 0.409 1    
613:  0.476 0.524 1    
614:  0.605 0.395 1    
615:  0.220 0.780 1    
616:  0.371 0.629 1    
617:  0.500 0.500 1    
618:  0.432 0.568 1    
619:  0.584 0.416 1    
620:  0.262 0.738 1    
621:  0.504 0.496 1    
622:  0.258 0.742 1    
623:  0.156 0.844 1    
624:  0.280 0.720 1    
625:  0.678 0.322 1    
626:  0.368 0.632 1    
627:  0.679 0.321 1    
628:  0.534 0.466 1    
629:  0.530 0.470 1    
630:  0.500 0.500 1    
631:  0.727 0.273 1    
632:  0.513 0.487 1    
633:  0.245 0.755 1    
634:  0.448 0.552 1    
635:  0.317 0.683 1    
636:  0.535 0.465 1    
637:  0.568 0.432 1    
638:  0.814 0.186 1    
639:  0.427 0.573 1    
640:  0.702 0.298 1    
641:  0.784 0.216 1    
642:  0.593 0.407 1    
643:  0.134 0.866 1    
644:  0.489 0.511 1    
645:  0.767 0.233 1    
646:  0.228 0.772 1    
647:  0.416 0.584 1    
648:  0.751 0.249 1    
649:  0.497 0.503 1    
650:  0.719 0.281 1    
651:  0.607 0.393 1    
652:  0.579 0.421 1    
653:  0.657 0.343 1    
654:  0.556 0.444 1    
655:  0.634 0.366 1    
656:  0.193 0.807 1    
657:  0.424 0.576 1    
658:  0.367 0.633 1    
659:  0.749 0.251 1    
660:  0.621 0.379 1    
661:  0.300 0.700 1    
662:  0.783 0.217 1    
663:  0.557 0.443 1    
664:  0.525 0.475 1    
665:  0.441 0.559 1    
666:  0.322 0.678 1    
667:  0.683 0.317 1    
668:  0.308 0.692 1    
669:  0.657 0.343 1    
670:  0.612 0.388 1    
671:  0.776 0.224 1    
672:  0.469 0.531 1    
673:  0.361 0.639 1    
674:  0.362 0.638 1    
675:  0.161 0.839 1    
676:  0.385 0.615 1    
677:  0.395 0.605 1    
678:  0.365 0.635 1    
679:  0.743 0.257 1    
680:  0.461 0.539 1    
681:  0.294 0.706 1    
682:  0.836 0.164 1    
683:  0.522 0.478 1    
684:  0.280 0.720 1    
685:  0.492 0.508 1    
686:  0.488 0.512 1    
687:  0.623 0.377 1    
688:  0.219 0.781 1    
689:  0.355 0.645 1    
690:  0.528 0.472 1    
691:  0.288 0.712 1    
692:  0.225 0.775 1    
693:  0.459 0.541 1    
694:  0.780 0.220 1    
695:  0.224 0.776 1    
696:  0.588 0.412 1    
697:  0.517 0.483 1    
698:  0.378 0.622 1    
699:  0.660 0.340 1    
700:  0.630 0.370 1    
701:  0.572 0.428 1    
702:  0.582 0.418 1    
703:  0.251 0.749 1    
704:  0.609 0.391 1    
705:  0.557 0.443 1    
706:  0.801 0.199 1    
707:  0.376 0.624 1    
708:  0.574 0.426 1    
709:  0.458 0.542 1    
710:  0.467 0.533 1    
711:  0.307 0.693 1    
712:  0.345 0.655 1    
713:  0.487 0.513 1    
           
           
1:    0.886 0.114 1    
2:    0.669 0.331 1    
3:    0.735 0.265 1    
4:    0.589 0.411 1    
5:    0.711 0.289 1    
6:    0.847 0.153 1    
7:    0.405 0.595 1    
8:    0.816 0.184 1    
9:    0.901 0.099 1    
10:   0.156 0.844 1    
11:   0.704 0.296 1    
12:   0.823 0.177 1    
13:   0.367 0.633 1    
14:   0.876 0.124 1    
15:   0.335 0.665 1    
16:   0.597 0.403 1    
17:   0.754 0.246 1    
18:   0.239 0.761 1    
19:   0.173 0.827 1    
20:   0.394 0.606 1    
21:   0.094 0.906 1    
22:   0.225 0.775 1    
23:   0.164 0.836 1    
24:   0.494 0.506 1    
25:   0.357 0.643 1    
26:   0.076 0.924 1    
27:   0.868 0.132 1    
28:   0.243 0.757 1    
29:   0.349 0.651 1    
30:   0.726 0.274 1    
31:   0.099 0.901 1    
32:   0.316 0.684 1    
33:   0.923 0.077 1    
34:   0.218 0.782 1    
35:   0.168 0.832 1    
36:   0.177 0.823 1    
37:   0.450 0.550 1    
38:   0.684 0.316 1    
39:   0.854 0.146 1    
40:   0.436 0.564 1    
41:   0.213 0.787 1    
42:   0.708 0.292 1    
43:   0.713 0.287 1    
44:   0.557 0.443 1    
45:   0.957 0.043 1    
46:   0.940 0.060 1    
47:   0.695 0.305 1    
48:   0.604 0.396 1    
49:   0.936 0.064 1    
50:   0.791 0.209 1    
51:   0.933 0.067 1    
52:   0.805 0.195 1    
53:   0.793 0.207 1    
54:   0.961 0.039 1    
55:   0.740 0.260 1    
56:   0.777 0.223 1    
57:   0.383 0.617 1    
58:   0.727 0.273 1    
59:   0.648 0.352 1    
60:   0.897 0.103 1    
61:   0.591 0.409 1    
62:   0.716 0.284 1    
63:   0.739 0.261 1    
64:   0.737 0.263 1    
65:   0.944 0.056 1    
66:   0.398 0.602 1    
67:   0.122 0.878 1    
68:   0.729 0.271 1    
69:   0.146 0.854 1    
70:   0.359 0.641 1    
71:   0.937 0.063 1    
72:   0.796 0.204 1    
73:   0.727 0.273 1    
74:   0.911 0.089 1    
75:   0.902 0.098 1    
76:   0.925 0.075 1    
77:   0.879 0.121 1    
78:   0.830 0.170 1    
79:   0.501 0.499 1    
80:   0.884 0.116 1    
81:   0.098 0.902 1    
82:   0.921 0.079 1    
83:   0.780 0.220 1    
84:   0.877 0.123 1    
85:   0.874 0.126 1    
86:   0.479 0.521 1    
87:   0.928 0.072 1    
88:   0.914 0.086 1    
89:   0.856 0.144 1    
90:   0.270 0.730 1    
91:   0.904 0.096 1    
92:   0.945 0.055 1    
93:   0.831 0.169 1    
94:   0.783 0.217 1    
95:   0.834 0.166 1    
96:   0.190 0.810 1    
97:   0.606 0.394 1    
98:   0.845 0.155 1    
99:   0.566 0.434 1    
100:  0.742 0.258 1    
101:  0.790 0.210 1    
102:  0.629 0.371 1    
103:  0.232 0.768 1    
104:  0.886 0.114 1    
105:  0.585 0.415 1    
106:  0.173 0.827 1    
107:  0.889 0.111 1    
108:  0.387 0.613 1    
109:  0.843 0.157 1    
110:  0.861 0.139 1    
111:  0.732 0.268 1    
112:  0.521 0.479 1    
113:  0.566 0.434 1    
114:  0.619 0.381 1    
115:  0.477 0.523 1    
116:  0.812 0.188 1    
117:  0.708 0.292 1    
118:  0.542 0.458 1    
119:  0.710 0.290 1    
120:  0.887 0.113 1    
121:  0.214 0.786 1    
122:  0.544 0.456 1    
123:  0.757 0.243 1    
124:  0.345 0.655 1    
125:  0.661 0.339 1    
126:  0.365 0.635 1    
127:  0.640 0.360 1    
128:  0.614 0.386 1    
129:  0.790 0.210 1    
130:  0.414 0.586 1    
131:  0.848 0.152 1    
132:  0.548 0.452 1    
133:  0.058 0.942 1    
134:  0.739 0.261 1    
135:  0.399 0.601 1    
136:  0.295 0.705 1    
137:  0.903 0.097 1    
138:  0.454 0.546 1    
139:  0.832 0.168 1    
140:  0.512 0.488 1    
141:  0.644 0.356 1    
142:  0.947 0.053 1    
