31/10/2022 16:02:54 :
        Data file: C:\Users\rchen2\Documents\Black Grouse PhD\GitHub\blackgrouse-hunting\data\cleandata\Microsat.females.noLOCUS1+13.fstat.dat
        Used loci:  Loc_1 Loc_2 Loc_3 Loc_4 Loc_5 Loc_7 Loc_8 Loc_9 Loc_10 Loc_11
        Detection of first generation migrants
        Likelihood ratio L_home / L_max
        Criterion: Rannala & Mountain (1997)
        Number of simulated individuals: 1000
        Simulation algorithm: Paetkau et al. (2004)
        Threshold (p-value): 0.01
        Starting computation
31/10/2022 16:02:54 - 13 individuals with a probability below 0.01
31/10/2022 16:02:55 - Computation terminated. Duration: 13341.390 s
;;;;1;2;3;4;5;6;7;8;9;10;11;12;Nb. of loci;Used loci;Missing loci
2/;2;1.034;0.170;14.034;14.250;14.701;13.908;13.563;13.216;14.356;15.024;15.334;15.458;14.507;13.952;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.288;0.505;12.727;10.931;13.934;11.769;11.172;12.069;15.425;11.704;12.397;10.643;12.707;13.453;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.495;0.390;16.955;14.067;16.498;15.685;16.449;17.605;16.086;16.133;16.239;13.572;16.680;17.821;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.987;0.181;11.316;10.592;11.167;11.147;10.857;12.304;15.004;9.605;10.898;11.425;10.784;11.238;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.284;0.504;10.230;10.485;12.175;10.807;10.838;11.827;11.763;11.323;10.201;10.697;10.668;11.451;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.574;0.347;11.200;11.774;14.001;11.321;11.552;11.922;14.580;11.970;15.012;11.550;11.592;11.229;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.253;0.524;10.970;11.183;12.369;11.612;12.011;11.554;13.763;11.406;11.821;10.930;11.050;11.373;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.295;0.510;13.830;13.538;14.000;13.829;14.879;13.242;20.298;15.665;13.630;14.000;15.636;16.425;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.393;0.446;13.550;13.671;14.175;14.421;13.644;13.684;15.140;13.676;13.618;13.574;13.278;14.442;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;9.773;9.184;10.025;9.708;9.944;10.346;10.610;9.742;9.820;9.638;9.614;11.351;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.038;0.166;12.398;11.543;12.782;11.827;12.535;11.384;13.985;11.213;10.504;11.764;12.265;12.345;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;13.884;13.264;16.018;14.102;13.829;14.603;14.639;15.658;16.156;14.507;13.840;16.552;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.028;0.169;15.880;15.427;18.966;15.498;15.947;14.399;19.472;19.807;15.046;17.162;15.108;17.199;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.596;0.341;12.081;12.073;15.649;13.222;12.120;13.025;13.460;13.827;14.003;11.476;12.568;11.477;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;2.181;0.024;12.368;14.549;17.385;14.863;12.877;15.779;19.826;14.904;17.780;14.543;13.256;14.500;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.436;0.422;12.728;12.276;13.501;12.840;11.840;12.726;12.097;15.067;14.702;12.595;12.682;12.160;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.619;0.331;13.385;12.512;12.515;12.789;11.892;12.899;12.578;13.362;12.268;14.255;13.174;13.112;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.571;0.352;13.072;13.230;15.228;14.081;13.022;14.378;17.147;16.496;16.740;12.659;13.280;16.330;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.981;0.177;11.037;11.091;14.483;10.645;10.110;10.515;12.589;10.854;11.899;11.406;10.662;11.132;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;2.323;0.015;15.476;16.824;16.850;14.682;15.135;16.883;17.276;15.431;14.501;14.582;14.841;17.400;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;13.691;12.848;18.859;13.069;13.955;12.973;17.509;14.425;14.651;12.850;13.005;16.610;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.380;0.090;9.864;10.864;11.863;10.134;9.867;11.487;12.842;9.547;12.348;9.485;9.957;10.225;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.772;0.046;11.859;13.608;15.421;14.000;11.836;12.975;16.981;14.460;15.484;13.782;12.234;13.556;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.988;0.182;10.122;11.109;11.950;10.965;10.644;10.765;12.705;12.514;11.446;10.801;10.813;10.278;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.869;0.228;12.612;13.259;14.540;12.390;12.876;14.313;14.738;14.048;13.113;12.617;12.654;13.593;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.269;0.519;11.367;10.235;12.590;9.966;10.195;11.583;12.265;10.352;10.379;10.078;10.286;10.752;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;3.461;0.002;13.443;15.623;12.812;12.162;15.155;15.376;17.470;13.683;14.624;12.962;13.094;15.702;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.834;11.848;10.273;10.583;11.173;11.616;11.565;13.226;11.007;10.650;11.471;10.577;13.245;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.432;0.082;13.922;13.813;12.764;12.928;14.018;13.503;14.913;12.381;13.981;14.690;13.315;15.753;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.579;0.062;12.336;13.393;13.171;12.853;11.814;13.428;12.196;13.723;13.687;14.220;13.736;12.762;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.005;0.173;16.633;14.595;15.396;15.665;14.937;13.589;15.961;17.491;15.812;14.715;15.570;14.488;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.830;10.854;10.315;12.220;11.156;11.472;11.249;12.063;10.545;11.350;10.674;11.219;11.379;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;12.437;10.687;13.750;11.291;12.665;12.627;12.117;11.728;11.718;11.656;11.586;13.673;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.560;0.064;14.108;14.125;15.424;13.369;13.857;14.453;16.619;16.671;12.564;13.721;13.258;15.623;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.750;0.272;11.487;11.063;10.313;11.405;11.828;11.857;13.200;11.046;12.234;10.633;11.273;11.557;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.729;0.279;10.779;11.508;14.017;11.813;11.346;10.809;11.328;13.015;12.455;11.328;13.526;11.709;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.829;12.022;11.091;15.023;11.501;12.575;12.616;12.389;13.354;12.123;11.850;12.137;11.906;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.545;0.365;11.635;11.366;13.234;12.618;12.586;13.322;13.893;10.820;11.220;11.566;12.526;11.938;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.831;13.579;12.577;16.009;14.551;12.647;12.679;18.714;16.247;15.693;14.164;13.698;15.905;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.534;0.373;11.202;11.736;16.027;12.016;11.427;12.338;14.931;14.539;13.813;11.514;11.304;13.047;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.149;0.590;11.777;11.656;14.512;11.795;11.643;11.538;13.761;12.968;14.600;11.876;12.029;11.507;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;3.250;0.002;17.819;17.658;17.919;14.854;17.353;16.731;17.677;15.369;16.605;16.399;14.408;18.779;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.451;0.415;13.089;12.962;14.990;13.695;13.420;14.007;12.510;13.532;12.833;14.180;13.697;12.914;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.156;0.577;13.278;13.074;19.097;13.569;13.457;12.918;16.074;14.997;16.193;14.323;13.144;14.590;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.645;0.317;14.181;12.585;15.443;12.827;13.386;11.940;12.217;14.141;13.042;12.773;13.018;13.230;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.828;14.438;13.366;13.940;14.855;14.329;16.317;13.817;13.656;13.891;13.859;14.134;15.334;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.826;0.240;12.193;12.363;15.516;12.946;12.002;12.352;14.621;15.374;12.427;12.462;11.537;14.947;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.534;0.372;15.558;13.455;14.401;15.900;15.270;16.178;17.457;15.679;16.853;12.920;15.168;15.034;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.826;11.459;11.236;13.396;12.117;11.886;13.137;14.533;12.479;14.771;11.310;11.318;13.812;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.556;0.064;15.526;14.473;15.764;15.354;16.067;15.403;16.480;16.166;12.917;14.126;14.283;16.169;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.846;0.234;10.601;10.543;13.343;10.645;10.776;11.014;13.026;12.679;13.392;10.902;11.065;9.697;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.537;0.370;12.164;11.739;15.225;12.045;12.177;12.838;13.500;12.448;13.614;12.363;11.202;14.454;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.393;0.446;13.550;13.671;14.175;14.421;13.644;13.684;15.140;13.676;13.618;13.574;13.278;14.442;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.512;0.379;11.146;11.076;12.436;10.969;12.207;11.409;15.396;10.564;10.716;10.702;11.273;12.246;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.161;0.135;12.233;12.140;12.407;11.586;12.874;11.753;15.739;14.287;10.978;11.668;11.429;13.281;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.038;0.163;12.398;11.543;12.782;11.827;12.535;11.384;13.985;11.213;10.504;11.764;12.265;12.345;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.588;0.344;13.236;13.823;15.236;13.573;14.409;13.631;16.939;14.130;14.233;14.787;13.690;14.295;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.038;0.167;12.398;11.543;12.782;11.827;12.535;11.384;13.985;11.213;10.504;11.764;12.265;12.345;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;11.671;10.801;11.394;12.158;11.645;12.741;11.430;12.055;12.041;11.835;11.748;12.146;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.776;0.261;11.669;11.660;10.885;12.248;11.377;12.269;15.737;12.988;11.723;11.812;11.630;11.350;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.221;0.545;16.376;14.741;18.776;17.163;15.086;15.736;16.334;17.681;15.927;14.519;17.283;16.367;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.831;13.884;13.264;16.018;14.102;13.829;14.603;14.639;15.658;16.156;14.507;13.840;16.552;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.782;0.256;12.297;12.637;17.422;12.043;13.513;11.855;13.294;13.204;14.782;12.564;12.538;12.731;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.028;0.170;15.880;15.427;18.966;15.498;15.947;14.399;19.472;19.807;15.046;17.162;15.108;17.199;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.834;11.120;10.893;15.828;11.546;10.911;11.675;14.358;13.482;13.291;11.626;11.478;14.008;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.481;0.398;15.108;14.416;17.828;13.935;15.868;15.303;15.975;15.639;15.623;14.618;16.203;15.933;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.213;0.551;10.997;10.416;16.547;10.203;11.164;11.562;14.216;10.955;13.126;11.240;11.038;12.376;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.059;0.157;13.626;14.615;15.652;13.725;15.565;14.413;16.472;14.087;14.534;13.556;14.449;14.588;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.918;0.202;14.226;14.499;15.627;13.861;13.581;15.108;17.873;15.411;15.211;14.350;14.731;15.209;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.389;0.448;11.467;11.019;11.434;12.043;11.414;13.027;12.182;10.630;12.923;11.797;11.583;13.421;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.830;11.709;11.573;14.407;11.658;11.968;11.761;15.962;12.096;13.431;12.094;11.655;13.011;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.420;0.084;13.276;12.597;18.569;11.177;13.415;12.792;14.209;12.327;13.222;12.610;12.722;13.832;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.105;0.143;11.876;12.409;14.053;12.067;11.477;12.778;13.690;11.796;13.231;12.293;11.304;13.799;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.835;11.592;11.412;16.000;11.604;11.553;14.192;16.719;13.487;13.955;12.669;12.598;14.284;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.681;0.302;13.837;12.082;15.079;12.475;13.101;15.426;16.060;13.682;15.343;11.400;14.832;15.831;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;12.208;11.799;13.808;11.852;12.360;13.782;15.172;13.751;12.821;12.312;12.160;13.269;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.059;0.636;12.457;12.116;15.928;12.290;12.057;13.614;12.996;13.457;14.705;12.816;12.942;12.435;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.913;0.205;12.122;11.860;14.742;11.353;10.947;11.052;11.426;11.417;11.482;12.477;11.562;11.822;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.062;0.626;13.293;12.889;15.275;13.808;12.826;13.847;17.454;14.853;15.005;14.319;14.084;15.884;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.022;0.172;11.602;11.694;12.340;11.468;11.358;11.472;16.761;10.701;12.312;11.879;10.672;13.346;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.574;0.351;11.079;10.499;10.799;10.836;10.254;11.202;9.935;12.590;10.222;10.711;10.705;9.925;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.100;0.148;11.421;11.621;11.461;11.546;11.552;13.203;14.376;10.521;11.786;11.319;11.377;11.300;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.253;0.525;10.970;11.183;12.369;11.612;12.011;11.554;13.763;11.406;11.821;10.930;11.050;11.373;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.169;0.130;14.780;13.720;12.551;14.382;14.578;17.126;14.308;15.898;13.852;13.947;14.623;15.811;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.160;0.134;12.697;13.026;15.901;12.379;12.344;12.258;13.427;14.939;14.333;12.314;11.866;12.978;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.012;0.665;9.080;9.092;11.838;9.493;9.447;9.738;10.728;9.756;11.756;10.026;9.710;9.496;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.609;0.330;13.584;14.174;15.822;14.330;14.145;14.913;15.757;15.495;15.939;13.565;16.530;14.995;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.379;0.453;10.739;10.899;13.757;10.520;11.423;10.605;15.735;11.721;12.194;10.604;10.890;11.076;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.831;10.868;9.940;11.901;11.130;10.969;11.412;12.872;11.148;10.434;11.010;10.465;12.448;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;14.958;13.998;16.986;14.823;14.379;14.823;16.673;16.317;14.353;14.594;14.780;14.889;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.498;0.389;13.139;12.699;19.313;12.201;12.971;12.782;15.749;13.517;15.319;13.539;12.934;14.726;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;2.362;0.016;15.165;14.203;14.399;14.536;15.904;13.868;15.830;15.783;15.007;13.120;14.558;11.841;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.834;13.803;13.163;15.100;13.825;13.974;15.253;16.436;16.449;13.765;14.053;13.963;14.582;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.321;0.485;12.454;12.035;13.643;11.714;12.280;13.303;15.689;14.683;14.786;12.434;12.971;15.079;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.304;0.101;9.835;10.616;10.254;10.213;10.178;9.635;14.532;11.679;9.313;10.825;9.668;12.365;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;13.099;12.374;18.779;13.130;12.758;13.865;16.381;15.497;15.880;12.931;13.372;14.531;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.830;13.840;13.048;15.947;13.940;14.514;14.496;14.905;14.117;13.049;14.395;14.624;13.795;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.833;13.569;12.873;16.080;13.789;13.179;15.006;15.099;17.636;13.557;13.903;13.469;16.475;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.000;0.832;13.579;12.577;16.009;14.551;12.647;12.679;18.714;16.247;15.693;14.164;13.698;15.905;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;1.511;0.073;14.485;13.287;15.340;13.747;13.233;15.017;16.605;11.776;14.187;12.871;13.508;13.384;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
2/;2;0.498;0.394;13.989;11.919;11.831;12.175;11.421;11.836;12.842;12.817;13.153;11.435;12.222;12.317;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;3.880;0.089;12.588;13.082;15.991;12.111;13.182;13.790;16.579;13.819;15.223;12.988;13.319;14.304;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;4.448;0.062;12.119;11.835;15.340;11.920;12.288;10.932;16.151;12.300;10.892;12.071;11.300;13.129;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;6.613;0.006;13.298;12.872;18.724;14.548;12.112;13.972;13.396;14.420;12.577;14.568;13.145;13.323;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
3/;3;1.960;0.293;12.894;12.536;14.496;13.315;13.618;15.493;13.573;12.761;12.595;12.946;12.692;16.100;10 ; Loc_1  Loc_2  Loc_3  Loc_4  Loc_5  Loc_7  Loc_8  Loc_9  Loc_10  Loc_11  ; 
